geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51109950101,109.0,0.01034,1.0,0.9693,0.0,0.1267,0.0,0.08422,0.0,0.05928,1.0,0.01123,1.0,0.13575,0.0,0.05174,0.0,0.0,1.0,0.79332,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04563,0.0,0.0,1.0,0.00611,1.0,0.0,1.0,0.001,1.0,0.0,1.0,0.00569,1.0,0.00284,1.0,0.00171,1.0,0.0703,0.0,0.0,1.0,0.0225,0.07794,2726.0,93.13979,29.26783,,,,,,,,,,,,0.12261,0.32612,0.0,0.16821,0.1801,0.81301,0.59422,1.0,0.67707,0.76762,0.0
51109950102,109.0,0.01034,1.0,0.9693,0.0,0.1267,0.0,0.08422,0.0,0.05928,1.0,0.01123,1.0,0.13578,0.0,0.05173,0.0,0.0,1.0,0.7933,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04562,0.0,0.0,1.0,0.00611,1.0,0.0,1.0,0.00099,1.0,0.0,1.0,0.00568,1.0,0.00284,1.0,0.00171,1.0,0.12696,0.0,0.0,1.0,0.13553,0.13191,5021.0,227.73645,22.04741,,,,,,,,,,,,0.14652,0.35079,0.31666,0.2275,0.18828,0.79011,0.54125,0.93276,0.61261,0.72989,0.0
51109950201,109.0,0.04124,1.0,0.88793,0.0,0.18227,0.0,0.18786,0.0,0.09523,1.0,0.00341,1.0,0.24534,0.0,0.05111,0.0,0.0104,1.0,0.63863,0.0,0.00466,1.0,0.0,1.0,0.0,1.0,0.04555,0.0,0.0,1.0,0.0009,1.0,0.0,1.0,0.00161,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00179,1.0,0.15561,0.0,0.11776,0.0,0.31582,0.13741,5595.0,150.67982,37.13171,0.12925,0.01,0.54373,0.18796,0.09955,0.71955,0.38738,0.96395,0.55276,0.63845,0.0,0.13903,0.15116,0.13896,0.1865,0.11323,0.77262,0.69718,0.74637,0.58349,0.68408,0.0
51109950202,109.0,0.0,1.0,0.98569,0.0,0.13387,0.0,0.12998,0.0,0.07421,1.0,0.00138,1.0,0.15925,0.0,0.02535,1.0,0.00714,1.0,0.77898,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02028,1.0,0.003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00138,1.0,0.0,1.0,0.12196,0.0,0.0734,0.0,0.25497,0.11169,4194.0,138.05501,30.37919,0.14257,0.0,0.0,0.21358,0.08409,0.72331,0.4655,0.68402,0.43429,0.65523,0.0,0.16484,0.04922,0.46108,0.23495,0.17457,0.78106,0.63951,0.84429,0.60669,0.71993,0.0
51109950301,109.0,0.01345,1.0,0.96741,0.0,0.12442,0.0,0.08645,0.0,0.07268,1.0,0.00757,1.0,0.09354,0.0,0.01485,1.0,0.0,1.0,0.84706,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00757,1.0,0.00138,1.0,0.0059,1.0,0.0,1.0,0.00059,1.0,0.0,1.0,0.00472,1.0,0.0,1.0,0.00226,1.0,0.11051,0.0,0.0,1.0,0.09114,0.1167,4220.0,87.28989,48.34466,,,,,,,,,,,,0.20952,0.17703,0.5,0.26558,0.15361,0.84103,0.71775,0.4,0.74499,0.67236,0.0
51109950302,109.0,0.01345,1.0,0.96741,0.0,0.12443,0.0,0.08646,0.0,0.07269,1.0,0.00757,1.0,0.09354,0.0,0.01485,1.0,0.0,1.0,0.84705,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00757,1.0,0.00138,1.0,0.0059,1.0,0.0,1.0,0.00059,1.0,0.0,1.0,0.00472,1.0,0.0,1.0,0.00226,1.0,0.08141,0.0,0.06437,0.0,0.03259,0.07658,3033.0,143.22344,21.1767,,,,,,,,,,,,0.15421,0.09326,0.5,0.17527,0.16437,0.79056,0.62788,0.13327,0.63939,0.66941,0.0
51109950303,109.0,0.01345,1.0,0.96741,0.0,0.12443,0.0,0.08646,0.0,0.07269,1.0,0.00757,1.0,0.09354,0.0,0.01485,1.0,0.0,1.0,0.84705,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00757,1.0,0.00138,1.0,0.0059,1.0,0.0,1.0,0.00059,1.0,0.0,1.0,0.00472,1.0,0.0,1.0,0.00226,1.0,0.08264,0.0,0.08882,0.0,0.04759,0.07671,2964.0,111.4617,26.59209,,,,,,,,,,,,0.14232,0.02071,0.49326,0.29098,0.19098,0.78984,0.73982,0.83521,0.63335,0.71086,0.0
51109950400,109.0,0.02431,1.0,0.97976,0.0,0.18177,0.0,0.13537,0.0,0.05882,1.0,0.0085,1.0,0.26656,0.0,0.02902,1.0,0.0,1.0,0.5967,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02902,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4e-05,1.0,0.00016,1.0,0.00829,1.0,0.08918,0.0,0.0,1.0,0.03034,0.08994,3481.0,148.76933,23.39864,0.13249,0.0,1.0,0.24811,0.10832,0.73626,0.48556,1.0,0.55162,0.67225,0.0,0.15741,0.13142,0.20999,0.21361,0.14925,0.78701,0.65969,1.0,0.65416,0.71533,0.0
51109950500,109.0,0.00286,1.0,0.95388,0.0,0.17934,0.0,0.12788,0.0,0.04829,1.0,8e-05,1.0,0.08566,0.0,0.01006,1.0,0.0,1.0,0.88761,0.0,0.0,1.0,3e-05,1.0,0.0,1.0,0.00035,1.0,0.00397,1.0,0.00414,1.0,7e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16144,0.0,0.0,1.0,0.06952,0.18112,6595.0,219.63208,30.02749,0.07083,0.27502,0.76405,0.19794,0.06598,0.76836,0.47273,0.36372,0.61346,0.68662,0.0,0.12844,0.29716,0.33333,0.11725,0.17366,0.81362,0.42927,0.55206,0.71018,0.73614,0.0
51109950100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1143,0.44698,0.41651,0.17938,0.0854,0.74083,0.40513,0.95319,0.57613,0.66325,0.0,,,,,,,,,,,
51109950300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10115,0.05214,0.10066,0.21651,0.10873,0.76312,0.65148,0.73349,0.59726,0.65126,0.0,,,,,,,,,,,
